,estimated_stock_pct,quantity,temperature,category,unit_price,hour,day,dayofweek
164,0.17,2.0,-0.4280327868852459,baking,8.19,10,1,1
165,0.4,3.0,-0.4280327868852459,fruit,1.49,10,1,1
166,0.22,0.0,-0.4280327868852459,personal care,16.99,10,1,1
167,0.49,0.0,-0.4280327868852459,refrigerated items,4.49,10,1,1
168,0.47,0.0,-0.4280327868852459,frozen,12.49,10,1,1
169,0.94,0.0,-0.4280327868852459,baby products,10.19,10,1,1
170,0.78,0.0,-0.4280327868852459,cleaning products,16.49,10,1,1
171,0.61,0.0,-0.4280327868852459,snacks,0.49,10,1,1
172,0.855,0.0,-0.4280327868852459,dairy,8.19,10,1,1
173,0.64,0.0,-0.4280327868852459,cleaning products,13.49,10,1,1
174,0.71,0.0,-0.4280327868852459,spices and herbs,3.49,10,1,1
175,0.04,0.0,-0.4280327868852459,baking,8.19,10,1,1
176,0.1,0.0,-0.4280327868852459,cheese,9.99,10,1,1
177,0.845,0.0,-0.4280327868852459,kitchen,10.49,10,1,1
178,0.18,0.0,-0.4280327868852459,kitchen,19.19,10,1,1
179,0.48,0.0,-0.4280327868852459,baked goods,4.99,10,1,1
180,0.515,0.0,-0.4280327868852459,cleaning products,10.99,10,1,1
181,0.85,0.0,-0.4280327868852459,refrigerated items,3.49,10,1,1
182,0.735,0.0,-0.4280327868852459,packaged foods,6.19,10,1,1
183,0.92,2.0,-0.4280327868852459,refrigerated items,5.99,10,1,1
184,0.99,0.0,-0.4280327868852459,cleaning products,7.49,10,1,1
185,0.3,4.0,-0.4280327868852459,beverages,16.49,10,1,1
186,0.92,2.0,-0.4280327868852459,baked goods,5.49,10,1,1
187,0.29,3.0,-0.4280327868852459,personal care,5.49,10,1,1
188,0.8,0.0,-0.4280327868852459,cleaning products,9.49,10,1,1
189,0.55,0.0,-0.4280327868852459,meat,16.19,10,1,1
190,0.46499999999999997,0.0,-0.4280327868852459,beverages,5.19,10,1,1
191,0.53,0.0,-0.4280327868852459,seafood,18.49,10,1,1
192,0.02,0.0,-0.4280327868852459,canned foods,7.19,10,1,1
193,0.01,2.0,-0.4280327868852459,snacks,3.19,10,1,1
194,0.51,0.0,-0.4280327868852459,seafood,19.19,10,1,1
195,0.23,0.0,-0.4280327868852459,kitchen,15.49,10,1,1
196,0.62,0.0,-0.4280327868852459,baking,3.99,10,1,1
197,0.43,0.0,-0.4280327868852459,meat,11.99,10,1,1
198,0.07,3.0,-0.4280327868852459,fruit,3.99,10,1,1
199,0.1,0.0,-0.4280327868852459,baby products,12.19,10,1,1
200,0.63,0.0,-0.4280327868852459,refrigerated items,6.49,10,1,1
201,0.84,0.0,-0.4280327868852459,personal care,3.49,10,1,1
202,0.34,0.0,-0.4280327868852459,baked goods,4.19,10,1,1
203,0.43,0.0,-0.4280327868852459,snacks,3.99,10,1,1
204,0.045,0.0,-0.4280327868852459,baby products,15.19,10,1,1
205,0.475,0.0,-0.4280327868852459,cheese,10.99,10,1,1
206,0.99,0.0,-0.4280327868852459,seafood,12.99,10,1,1
207,0.4466666666666667,0.0,-0.4280327868852459,frozen,5.49,10,1,1
208,0.5433333333333333,5.0,-0.4280327868852459,dairy,9.49,10,1,1
209,0.32,0.0,-0.4280327868852459,cheese,11.19,10,1,1
210,0.52,0.0,-0.4280327868852459,frozen,8.99,10,1,1
211,0.4,0.0,-0.4280327868852459,beverages,10.49,10,1,1
212,0.66,0.0,-0.4280327868852459,personal care,9.99,10,1,1
213,0.11,2.0,-0.4280327868852459,baked goods,4.19,10,1,1
214,0.79,0.0,-0.4280327868852459,seafood,19.49,10,1,1
215,0.25,0.0,-0.4280327868852459,refrigerated items,8.99,10,1,1
216,0.9,4.0,-0.4280327868852459,vegetables,2.49,10,1,1
217,0.45999999999999996,3.0,-0.4280327868852459,kitchen,17.19,10,1,1
218,0.82,0.0,-0.4280327868852459,baking,6.99,10,1,1
219,0.91,0.0,-0.4280327868852459,frozen,7.19,10,1,1
220,0.6599999999999999,0.0,-0.4280327868852459,medicine,20.99,10,1,1
221,0.88,2.0,-0.4280327868852459,baby products,12.49,10,1,1
222,0.26,0.0,-0.4280327868852459,cheese,6.49,10,1,1
223,0.65,1.0,-0.4280327868852459,cleaning products,16.99,10,1,1
224,0.03,0.0,-0.4280327868852459,spices and herbs,5.49,10,1,1
225,0.26,0.0,-0.4280327868852459,cheese,4.99,10,1,1
226,0.63,0.0,-0.4280327868852459,snacks,1.19,10,1,1
227,0.68,0.0,-0.4280327868852459,medicine,11.49,10,1,1
228,0.69,1.0,-0.4280327868852459,frozen,7.19,10,1,1
229,0.02,4.0,-0.4280327868852459,personal care,10.99,10,1,1
230,0.36,7.0,-0.4280327868852459,fruit,0.19,10,1,1
231,0.25,2.0,-0.4280327868852459,condiments and sauces,3.99,10,1,1
232,0.14500000000000002,1.0,-0.4280327868852459,meat,11.49,10,1,1
233,0.43,0.0,-0.4280327868852459,fruit,4.49,10,1,1
234,0.41,0.0,-0.4280327868852459,condiments and sauces,4.49,10,1,1
235,0.71,0.0,-0.4280327868852459,medicine,12.99,10,1,1
236,0.79,0.0,-0.4280327868852459,spices and herbs,2.19,10,1,1
237,0.37,4.0,-0.4280327868852459,vegetables,1.49,10,1,1
238,0.54,0.0,-0.4280327868852459,personal care,4.49,10,1,1
239,0.28,0.0,-0.4280327868852459,kitchen,10.19,10,1,1
240,0.53,0.0,-0.4280327868852459,vegetables,1.49,10,1,1
241,0.485,1.0,-0.4280327868852459,seafood,17.99,10,1,1
242,0.55,0.0,-0.4280327868852459,canned foods,7.49,10,1,1
243,0.95,3.0,-0.4280327868852459,cheese,5.49,10,1,1
244,0.2,0.0,-0.4280327868852459,pets,9.49,10,1,1
245,0.73,2.0,-0.4280327868852459,baking,2.19,10,1,1
246,0.755,0.0,-0.4280327868852459,refrigerated items,8.19,10,1,1
247,0.28,4.0,-0.4280327868852459,baked goods,5.99,10,1,1
248,0.37,0.0,-0.4280327868852459,medicine,23.99,10,1,1
249,0.4425,0.0,-0.4280327868852459,meat,18.49,10,1,1
250,0.26666666666666666,0.0,-0.4280327868852459,baby products,9.99,10,1,1
251,0.56,3.0,-0.4280327868852459,vegetables,1.99,10,1,1
252,0.59,0.0,-0.4280327868852459,beverages,13.19,10,1,1
253,0.87,0.0,-0.4280327868852459,condiments and sauces,5.19,10,1,1
254,0.51,3.0,-0.4280327868852459,dairy,7.19,10,1,1
255,0.68,0.0,-0.4280327868852459,baked goods,9.99,10,1,1
256,0.77,0.0,-0.4280327868852459,frozen,13.99,10,1,1
257,0.01,0.0,-0.4280327868852459,baking,2.49,10,1,1
258,0.28500000000000003,2.0,-0.4280327868852459,packaged foods,3.49,10,1,1
259,0.2,0.0,-0.4280327868852459,personal care,7.49,10,1,1
260,0.96,1.0,-0.4280327868852459,cheese,6.49,10,1,1
261,0.545,6.0,-0.4280327868852459,canned foods,7.49,10,1,1
262,0.71,0.0,-0.4280327868852459,canned foods,8.99,10,1,1
263,0.91,5.0,-0.4280327868852459,canned foods,8.19,10,1,1
264,0.63,0.0,-0.4280327868852459,refrigerated items,8.99,10,1,1
265,0.86,0.0,-0.4280327868852459,seafood,18.19,10,1,1
266,0.55,0.0,-0.4280327868852459,spices and herbs,0.49,10,1,1
267,0.72,0.0,-0.4280327868852459,baby products,15.99,10,1,1
268,0.05,4.0,-0.4280327868852459,dairy,9.19,10,1,1
269,0.45,1.0,-0.4280327868852459,vegetables,1.99,10,1,1
270,0.57,0.0,-0.4280327868852459,medicine,14.99,10,1,1
271,0.44,0.0,-0.4280327868852459,baby products,13.49,10,1,1
272,0.5,1.0,-0.4280327868852459,packaged foods,5.49,10,1,1
273,0.58,0.0,-0.4280327868852459,meat,12.19,10,1,1
274,0.98,13.0,-0.4280327868852459,vegetables,1.19,10,1,1
275,0.94,0.0,-0.4280327868852459,medicine,21.99,10,1,1
276,0.195,4.0,-0.4280327868852459,kitchen,18.99,10,1,1
277,0.25,2.0,-0.4280327868852459,seafood,10.19,10,1,1
278,0.45999999999999996,4.0,-0.4280327868852459,vegetables,4.19,10,1,1
279,0.3433333333333333,0.0,-0.4280327868852459,canned foods,2.99,10,1,1
280,0.74,4.0,-0.4280327868852459,condiments and sauces,9.19,10,1,1
281,0.36,0.0,-0.4280327868852459,canned foods,3.49,10,1,1
282,0.625,1.0,-0.4280327868852459,frozen,11.19,10,1,1
283,0.88,0.0,-0.4280327868852459,packaged foods,2.19,10,1,1
284,0.52,0.0,-0.4280327868852459,canned foods,8.49,10,1,1
285,0.12,1.0,-0.4280327868852459,beverages,8.19,10,1,1
286,0.19,0.0,-0.4280327868852459,spices and herbs,4.99,10,1,1
287,0.98,0.0,-0.4280327868852459,snacks,0.49,10,1,1
288,0.45,0.0,-0.4280327868852459,meat,8.99,10,1,1
289,0.26,0.0,-0.4280327868852459,condiments and sauces,5.49,10,1,1
290,0.54,1.0,-0.4280327868852459,fruit,4.99,10,1,1
291,0.7050000000000001,1.0,-0.4280327868852459,packaged foods,6.99,10,1,1
292,0.83,0.0,-0.4280327868852459,medicine,15.49,10,1,1
293,0.5,3.0,-0.4280327868852459,baking,7.99,10,1,1
294,0.68,0.0,-0.4280327868852459,snacks,3.19,10,1,1
295,0.45999999999999996,0.0,-0.47326359832635984,kitchen,11.19,11,1,1
296,0.94,8.0,-0.47326359832635984,vegetables,1.49,11,1,1
297,0.93,0.0,-0.47326359832635984,baby products,14.19,11,1,1
298,0.35,0.0,-0.47326359832635984,pets,8.19,11,1,1
299,0.13,4.0,-0.47326359832635984,canned foods,2.49,11,1,1
300,0.65,4.0,-0.47326359832635984,fruit,0.49,11,1,1
301,0.37,0.0,-0.47326359832635984,seafood,12.49,11,1,1
302,0.09,0.0,-0.47326359832635984,beverages,15.99,11,1,1
303,0.43,4.0,-0.47326359832635984,snacks,1.99,11,1,1
304,0.5566666666666666,0.0,-0.47326359832635984,pets,11.19,11,1,1
305,0.4,0.0,-0.47326359832635984,meat,16.19,11,1,1
306,0.07,1.0,-0.47326359832635984,fruit,3.99,11,1,1
307,0.48,0.0,-0.47326359832635984,medicine,20.49,11,1,1
308,0.55,2.0,-0.47326359832635984,fruit,1.49,11,1,1
309,0.85,0.0,-0.47326359832635984,seafood,20.49,11,1,1
310,0.45,0.0,-0.47326359832635984,baking,7.49,11,1,1
311,0.555,0.0,-0.47326359832635984,pets,8.49,11,1,1
312,0.57,0.0,-0.47326359832635984,kitchen,18.19,11,1,1
313,0.45,2.0,-0.47326359832635984,baby products,10.19,11,1,1
314,0.48,0.0,-0.47326359832635984,beverages,16.19,11,1,1
315,0.8433333333333333,4.0,-0.47326359832635984,dairy,8.19,11,1,1
316,0.82,0.0,-0.47326359832635984,kitchen,18.49,11,1,1
317,0.72,0.0,-0.47326359832635984,baking,8.19,11,1,1
318,0.13,0.0,-0.47326359832635984,cheese,9.99,11,1,1
319,0.67,0.0,-0.47326359832635984,condiments and sauces,3.19,11,1,1
320,0.16,10.0,-0.47326359832635984,kitchen,10.49,11,1,1
321,0.575,0.0,-0.47326359832635984,snacks,4.19,11,1,1
322,0.36,0.0,-0.47326359832635984,refrigerated items,3.49,11,1,1
323,0.98,0.0,-0.47326359832635984,pets,14.49,11,1,1
324,0.4,0.0,-0.47326359832635984,baking,7.99,11,1,1
325,0.835,0.0,-0.47326359832635984,frozen,4.99,11,1,1
326,0.38,4.0,-0.47326359832635984,kitchen,16.19,11,1,1
327,0.28,0.0,-0.47326359832635984,beverages,16.49,11,1,1
328,0.22,0.0,-0.47326359832635984,baked goods,5.49,11,1,1
329,0.51,4.0,-0.47326359832635984,meat,16.19,11,1,1
330,0.62,0.0,-0.47326359832635984,seafood,18.49,11,1,1
331,1.0,0.0,-0.47326359832635984,canned foods,7.19,11,1,1
332,0.08,1.0,-0.47326359832635984,cleaning products,17.19,11,1,1
333,0.555,3.0,-0.47326359832635984,fruit,0.49,11,1,1
334,0.535,0.0,-0.47326359832635984,baked goods,7.49,11,1,1
335,0.5,0.0,-0.47326359832635984,meat,11.99,11,1,1
336,0.085,0.0,-0.47326359832635984,fruit,3.99,11,1,1
337,0.81,3.0,-0.47326359832635984,baby products,12.19,11,1,1
338,0.01,4.0,-0.47326359832635984,refrigerated items,6.49,11,1,1
339,0.05,0.0,-0.47326359832635984,packaged foods,7.19,11,1,1
340,0.07,0.0,-0.47326359832635984,snacks,3.99,11,1,1
341,0.795,3.0,-0.47326359832635984,cheese,10.99,11,1,1
342,1.0,3.0,-0.47326359832635984,seafood,12.99,11,1,1
343,0.75,0.0,-0.47326359832635984,condiments and sauces,5.49,11,1,1
344,0.12,0.0,-0.47326359832635984,beverages,10.49,11,1,1
345,0.5,3.0,-0.47326359832635984,vegetables,4.49,11,1,1
346,0.74,0.0,-0.47326359832635984,personal care,9.99,11,1,1
347,0.635,3.0,-0.47326359832635984,seafood,16.49,11,1,1
348,0.95,0.0,-0.47326359832635984,cleaning products,8.49,11,1,1
349,0.87,0.0,-0.47326359832635984,frozen,8.19,11,1,1
350,0.32,3.0,-0.47326359832635984,seafood,19.49,11,1,1
351,0.4325,2.0,-0.47326359832635984,personal care,8.49,11,1,1
352,0.29,0.0,-0.47326359832635984,baked goods,10.19,11,1,1
353,0.48666666666666664,6.0,-0.47326359832635984,vegetables,2.49,11,1,1
354,0.6499999999999999,0.0,-0.47326359832635984,condiments and sauces,4.99,11,1,1
355,0.35,0.0,-0.47326359832635984,baking,6.99,11,1,1
356,0.43,4.0,-0.47326359832635984,vegetables,0.49,11,1,1
357,0.02,0.0,-0.47326359832635984,baked goods,10.19,11,1,1
358,0.03,3.0,-0.47326359832635984,frozen,7.19,11,1,1
359,0.44,0.0,-0.47326359832635984,cleaning products,15.49,11,1,1
360,0.485,0.0,-0.47326359832635984,medicine,20.99,11,1,1
361,0.69,0.0,-0.47326359832635984,cheese,6.49,11,1,1
362,0.74,0.0,-0.47326359832635984,dairy,7.19,11,1,1
363,0.33,0.0,-0.47326359832635984,spices and herbs,5.49,11,1,1
364,0.92,0.0,-0.47326359832635984,seafood,10.19,11,1,1
365,0.19,0.0,-0.47326359832635984,personal care,6.99,11,1,1
366,0.51,0.0,-0.47326359832635984,snacks,1.19,11,1,1
367,0.3,0.0,-0.47326359832635984,baby products,7.19,11,1,1
368,0.42,0.0,-0.47326359832635984,fruit,0.19,11,1,1
369,0.6025,0.0,-0.47326359832635984,canned foods,8.99,11,1,1
370,0.46,1.0,-0.47326359832635984,refrigerated items,7.19,11,1,1
371,0.22,0.0,-0.47326359832635984,condiments and sauces,3.99,11,1,1
372,0.36,0.0,-0.47326359832635984,meat,11.49,11,1,1
373,0.32,0.0,-0.47326359832635984,condiments and sauces,4.49,11,1,1
374,0.225,4.0,-0.47326359832635984,spices and herbs,4.19,11,1,1
375,0.48,0.0,-0.47326359832635984,medicine,12.99,11,1,1
376,0.475,0.0,-0.47326359832635984,spices and herbs,2.49,11,1,1
377,0.07,0.0,-0.47326359832635984,personal care,14.49,11,1,1
378,0.8133333333333334,0.0,-0.47326359832635984,medicine,10.19,11,1,1
379,0.11,2.0,-0.47326359832635984,pets,9.49,11,1,1
380,0.52,0.0,-0.47326359832635984,baby products,12.99,11,1,1
381,0.71,0.0,-0.47326359832635984,beverages,7.99,11,1,1
382,0.73,0.0,-0.47326359832635984,kitchen,10.19,11,1,1
383,0.6233333333333334,0.0,-0.47326359832635984,beverages,15.19,11,1,1
384,0.3,0.0,-0.47326359832635984,dairy,6.49,11,1,1
385,0.1,0.0,-0.47326359832635984,packaged foods,2.99,11,1,1
386,0.66,3.0,-0.47326359832635984,vegetables,1.49,11,1,1
387,0.56,0.0,-0.47326359832635984,seafood,17.99,11,1,1
388,0.84,0.0,-0.47326359832635984,cheese,13.99,11,1,1
389,0.62,0.0,-0.47326359832635984,packaged foods,4.99,11,1,1
390,0.36,0.0,-0.47326359832635984,baking,2.19,11,1,1
391,0.83,0.0,-0.47326359832635984,baked goods,5.99,11,1,1
392,0.48,0.0,-0.47326359832635984,medicine,23.99,11,1,1
393,0.82,7.0,-0.47326359832635984,baking,2.49,11,1,1
394,0.79,0.0,-0.47326359832635984,snacks,1.99,11,1,1
395,0.13,0.0,-0.47326359832635984,frozen,11.99,11,1,1
